ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,55.87,2.37,85,53.5
AL-003,Baldwin County,Alabama,62.56,0.67,69,61.89
AL-005,Barbour County,Alabama,49.59,-2.71,52,52.3
AL-007,Bibb County,Alabama,56.64,1.47,77,55.17
AL-009,Blount County,Alabama,60.16,4.65,93,55.51
AL-011,Bullock County,Alabama,52.84,0.76,72,52.08
AL-013,Butler County,Alabama,56.85,1.14,75,55.71
AL-015,Calhoun County,Alabama,56.66,3.34,87,53.32
AL-017,Chambers County,Alabama,51.23,-2.06,60,53.29
AL-019,Cherokee County,Alabama,58.79,5.27,94,53.52
AL-021,Chilton County,Alabama,56.51,2.35,84,54.16
AL-023,Choctaw County,Alabama,58.98,2.17,84,56.81
AL-025,Clarke County,Alabama,58.63,0.73,74,57.9
AL-027,Clay County,Alabama,61.37,5.58,98,55.79
AL-029,Cleburne County,Alabama,57.49,3.6,88,53.89
AL-031,Coffee County,Alabama,49.44,-6.76,34,56.2
AL-033,Colbert County,Alabama,58.91,5.36,92,53.55
AL-035,Conecuh County,Alabama,55.27,-2.74,54,58.01
AL-037,Coosa County,Alabama,62.27,7.66,107,54.61
AL-039,Covington County,Alabama,52.79,-5.84,39,58.63
AL-041,Crenshaw County,Alabama,54.95,-0.42,71,55.37
AL-043,Cullman County,Alabama,59.53,3.46,79,56.07
AL-045,Dale County,Alabama,49.26,-5.13,39,54.39
AL-047,Dallas County,Alabama,56.83,4.03,93,52.8
AL-049,DeKalb County,Alabama,62.07,6.63,96,55.44
AL-051,Elmore County,Alabama,59.45,6.02,101,53.43
AL-053,Escambia County,Alabama,55.02,-5.41,38,60.43
AL-055,Etowah County,Alabama,58.53,4.13,85,54.4
AL-057,Fayette County,Alabama,58.73,2.49,80,56.24
AL-059,Franklin County,Alabama,63.08,8.38,103,54.7
AL-061,Geneva County,Alabama,53.06,-4.15,48,57.21
AL-063,Greene County,Alabama,59.68,6.74,103,52.94
AL-065,Hale County,Alabama,58.48,4.77,96,53.71
AL-067,Henry County,Alabama,50.81,-2.51,55,53.32
AL-069,Houston County,Alabama,53.22,-0.93,62,54.15
AL-071,Jackson County,Alabama,61.93,7.17,97,54.76
AL-073,Jefferson County,Alabama,60.04,4.55,89,55.49
AL-075,Lamar County,Alabama,58.94,3.99,83,54.95
AL-077,Lauderdale County,Alabama,56.25,2.26,83,53.99
AL-079,Lawrence County,Alabama,59.48,6.07,94,53.41
AL-081,Lee County,Alabama,51.8,-0.48,67,52.28
AL-083,Limestone County,Alabama,56.32,2.59,82,53.73
AL-085,Lowndes County,Alabama,56.56,4.2,92,52.36
AL-087,Macon County,Alabama,54.18,2.46,83,51.72
AL-089,Madison County,Alabama,60.47,6.1,94,54.37
AL-091,Marengo County,Alabama,58.5,4.32,95,54.18
AL-093,Marion County,Alabama,62.73,7.14,94,55.59
AL-095,Marshall County,Alabama,62.96,8.58,107,54.38
AL-097,Mobile County,Alabama,64.06,1.58,73,62.48
AL-099,Monroe County,Alabama,55.92,-1.32,61,57.24
AL-101,Montgomery County,Alabama,58.83,6.72,102,52.11
AL-103,Morgan County,Alabama,57.12,3.16,83,53.96
AL-105,Perry County,Alabama,57.93,4.37,92,53.56
AL-107,Pickens County,Alabama,58.63,5.25,96,53.38
AL-109,Pike County,Alabama,50.36,-4.01,46,54.37
AL-111,Randolph County,Alabama,54.18,-0.46,63,54.64
AL-113,Russell County,Alabama,48.38,-1.46,61,49.84
AL-115,St. Clair County,Alabama,60.93,5.87,96,55.07
AL-117,Shelby County,Alabama,61.53,6.7,104,54.83
AL-119,Sumter County,Alabama,56.97,2.87,84,54.1
AL-121,Talladega County,Alabama,62.22,8.57,109,53.65
AL-123,Tallapoosa County,Alabama,55.64,1.42,77,54.22
AL-125,Tuscaloosa County,Alabama,57.24,1.85,79,55.39
AL-127,Walker County,Alabama,63.26,6.76,97,56.5
AL-129,Washington County,Alabama,63.54,3.86,83,59.68
AL-131,Wilcox County,Alabama,57.01,2.76,84,54.25
AL-133,Winston County,Alabama,65.39,8.97,104,56.42
AZ-001,Apache County,Arizona,14,0.55,95,13.45
AZ-003,Cochise County,Arizona,17.79,3.16,111,14.63
AZ-005,Coconino County,Arizona,12.31,-1.28,53,13.59
AZ-007,Gila County,Arizona,16.92,-3.8,33,20.72
AZ-009,Graham County,Arizona,16.1,0.86,85,15.24
AZ-011,Greenlee County,Arizona,18.57,1.8,90,16.77
AZ-012,La Paz County,Arizona,5.95,-0.01,71,5.96
AZ-013,Maricopa County,Arizona,8.63,-0.63,62,9.26
AZ-015,Mohave County,Arizona,8.5,-2.07,39,10.57
AZ-017,Navajo County,Arizona,13.57,1.23,101,12.34
AZ-019,Pima County,Arizona,12.33,-0.17,79,12.5
AZ-021,Pinal County,Arizona,11.96,-0.56,75,12.52
AZ-023,Santa Cruz County,Arizona,20.96,2.53,107,18.43
AZ-025,Yavapai County,Arizona,13.58,-2.69,42,16.27
AZ-027,Yuma County,Arizona,3.23,-1.65,25,4.88
AR-001,Arkansas County,Arkansas,44.69,-6.34,32,51.03
AR-003,Ashley County,Arkansas,51.68,-1.45,69,53.13
AR-005,Baxter County,Arkansas,51.44,8.06,102,43.38
AR-007,Benton County,Arkansas,48.82,3.52,86,45.3
AR-009,Boone County,Arkansas,46.09,2.44,83,43.65
AR-011,Bradley County,Arkansas,55.07,3,83,52.07
AR-013,Calhoun County,Arkansas,56.4,4.68,90,51.72
AR-015,Carroll County,Arkansas,46.17,1.5,81,44.67
AR-017,Chicot County,Arkansas,52.68,-0.34,73,53.02
AR-019,Clark County,Arkansas,52.58,0.94,81,51.64
AR-021,Clay County,Arkansas,52.89,5.14,95,47.75
AR-023,Cleburne County,Arkansas,54.32,4.34,88,49.98
AR-025,Cleveland County,Arkansas,56.65,5.04,91,51.61
AR-027,Columbia County,Arkansas,51.03,-0.23,74,51.26
AR-029,Conway County,Arkansas,49.1,0.1,66,49
AR-031,Craighead County,Arkansas,53.49,5.03,94,48.46
AR-033,Crawford County,Arkansas,49.37,1.67,77,47.7
AR-035,Crittenden County,Arkansas,54.73,4.8,89,49.93
AR-037,Cross County,Arkansas,54.72,4.39,95,50.33
AR-039,Dallas County,Arkansas,55.39,4.02,91,51.37
AR-041,Desha County,Arkansas,49.83,-1.69,64,51.52
AR-043,Drew County,Arkansas,53.02,0.35,73,52.67
AR-045,Faulkner County,Arkansas,50.81,0.53,70,50.28
AR-047,Franklin County,Arkansas,49.66,1.58,77,48.08
AR-049,Fulton County,Arkansas,49.67,4.45,86,45.22
AR-051,Garland County,Arkansas,51.52,-1.09,67,52.61
AR-053,Grant County,Arkansas,54.86,3.35,87,51.51
AR-055,Greene County,Arkansas,52.73,5.02,96,47.71
AR-057,Hempstead County,Arkansas,51.8,1.11,73,50.69
AR-059,Hot Spring County,Arkansas,50.31,-2.06,59,52.37
AR-061,Howard County,Arkansas,52.44,0.39,72,52.05
AR-063,Independence County,Arkansas,54.37,6.04,99,48.33
AR-065,Izard County,Arkansas,52.15,6.43,96,45.72
AR-067,Jackson County,Arkansas,53.22,4.54,98,48.68
AR-069,Jefferson County,Arkansas,52.33,1.13,79,51.2
AR-071,Johnson County,Arkansas,55.77,6.36,97,49.41
AR-073,Lafayette County,Arkansas,50.96,0.95,75,50.01
AR-075,Lawrence County,Arkansas,57.16,9.75,113,47.41
AR-077,Lee County,Arkansas,56.62,5.58,97,51.04
AR-079,Lincoln County,Arkansas,52.07,-0.2,72,52.27
AR-081,Little River County,Arkansas,49.29,0.5,72,48.79
AR-083,Logan County,Arkansas,48.16,1.37,75,46.79
AR-085,Lonoke County,Arkansas,50.68,0.61,73,50.07
AR-087,Madison County,Arkansas,48.86,1.21,78,47.65
AR-089,Marion County,Arkansas,47.19,4.24,89,42.95
AR-091,Miller County,Arkansas,49.28,0.22,69,49.06
AR-093,Mississippi County,Arkansas,51.44,2.94,84,48.5
AR-095,Monroe County,Arkansas,48.99,-1.55,62,50.54
AR-097,Montgomery County,Arkansas,55.03,2.56,84,52.47
AR-099,Nevada County,Arkansas,52.33,1.15,75,51.18
AR-101,Newton County,Arkansas,46.5,-1.69,61,48.19
AR-103,Ouachita County,Arkansas,51.78,0.33,75,51.45
AR-105,Perry County,Arkansas,49.34,0.37,69,48.97
AR-107,Phillips County,Arkansas,49.67,-1.98,59,51.65
AR-109,Pike County,Arkansas,53.7,0.72,73,52.98
AR-111,Poinsett County,Arkansas,52.87,3.8,89,49.07
AR-113,Polk County,Arkansas,55.5,2.66,81,52.84
AR-115,Pope County,Arkansas,51.14,1.8,78,49.34
AR-117,Prairie County,Arkansas,50.41,0.33,70,50.08
AR-119,Pulaski County,Arkansas,50.29,-0.41,68,50.7
AR-121,Randolph County,Arkansas,54.4,7.21,103,47.19
AR-123,St. Francis County,Arkansas,55.82,4.96,92,50.86
AR-125,Saline County,Arkansas,53.33,1.18,79,52.15
AR-127,Scott County,Arkansas,52.56,4.21,86,48.35
AR-129,Searcy County,Arkansas,48.43,2.02,76,46.41
AR-131,Sebastian County,Arkansas,50.56,5.18,94,45.38
AR-133,Sevier County,Arkansas,48.95,-1.74,63,50.69
AR-135,Sharp County,Arkansas,53.65,6.71,102,46.94
AR-137,Stone County,Arkansas,53.09,5.52,97,47.57
AR-139,Union County,Arkansas,53.17,0.87,74,52.3
AR-141,Van Buren County,Arkansas,51.71,1.22,76,50.49
AR-143,Washington County,Arkansas,47.8,0.71,74,47.09
AR-145,White County,Arkansas,52.77,2.58,80,50.19
AR-147,Woodruff County,Arkansas,51.27,1.39,74,49.88
AR-149,Yell County,Arkansas,50.6,2.38,83,48.22
CA-001,Alameda County,California,14.46,-4.29,33,18.75
CA-003,Alpine County,California,30.45,-5.69,43,36.14
CA-005,Amador County,California,28.74,-6.49,39,35.23
CA-007,Butte County,California,24.81,-19.6,9,44.41
CA-009,Calaveras County,California,26.35,-7.92,35,34.27
CA-011,Colusa County,California,11.52,-10.48,9,22
CA-013,Contra Costa County,California,13.45,-5.04,30,18.49
CA-015,Del Norte County,California,52.9,-27.09,7,79.99
CA-017,El Dorado County,California,36.22,-8.42,35,44.64
CA-019,Fresno County,California,12.23,-7.37,14,19.6
CA-021,Glenn County,California,12.31,-13.57,5,25.88
CA-023,Humboldt County,California,41.02,-22.37,9,63.39
CA-025,Imperial County,California,2.17,-1.21,32,3.38
CA-027,Inyo County,California,3.8,-2.44,20,6.24
CA-029,Kern County,California,5.27,-3.78,15,9.05
CA-031,Kings County,California,4.48,-3.13,15,7.61
CA-033,Lake County,California,24.21,-19.25,11,43.46
CA-035,Lassen County,California,13.3,-7.1,10,20.4
CA-037,Los Angeles County,California,7.64,-7.92,17,15.56
CA-039,Madera County,California,14.2,-8.92,14,23.12
CA-041,Marin County,California,20.98,-14.5,14,35.48
CA-043,Mariposa County,California,21.53,-11.28,19,32.81
CA-045,Mendocino County,California,32.21,-19.4,12,51.61
CA-047,Merced County,California,7.77,-3.5,25,11.27
CA-049,Modoc County,California,14.82,-3.25,33,18.07
CA-051,Mono County,California,13.07,-2.56,40,15.63
CA-053,Monterey County,California,13.56,-6.54,23,20.1
CA-055,Napa County,California,17.18,-13.92,12,31.1
CA-057,Nevada County,California,37.87,-12.5,28,50.37
CA-059,Orange County,California,6.64,-6.91,14,13.55
CA-061,Placer County,California,35.57,-10.2,32,45.77
CA-063,Plumas County,California,26.16,-15.05,14,41.21
CA-065,Riverside County,California,4.45,-4.04,12,8.49
CA-067,Sacramento County,California,12.8,-5.89,22,18.69
CA-069,San Benito County,California,10.24,-6.5,16,16.74
CA-071,San Bernardino County,California,3.81,-3.05,19,6.86
CA-073,San Diego County,California,8.64,-5.65,18,14.29
CA-075,San Francisco County,California,18.22,-6.08,32,24.3
CA-077,San Joaquin County,California,10.75,-3.3,35,14.05
CA-079,San Luis Obispo County,California,10.53,-6.63,22,17.16
CA-081,San Mateo County,California,20.73,-7.93,29,28.66
CA-083,Santa Barbara County,California,10.3,-8.54,16,18.84
CA-085,Santa Clara County,California,18.47,-4.64,36,23.11
CA-087,Santa Cruz County,California,27.14,-5.91,41,33.05
CA-089,Shasta County,California,23.69,-18.25,6,41.94
CA-091,Sierra County,California,32.66,-13.09,23,45.75
CA-093,Siskiyou County,California,24.08,-14.73,7,38.81
CA-095,Solano County,California,12.26,-7.53,20,19.79
CA-097,Sonoma County,California,23.66,-18.36,10,42.02
CA-099,Stanislaus County,California,10.09,-3.56,31,13.65
CA-101,Sutter County,California,10.76,-8.22,12,18.98
CA-103,Tehama County,California,19.69,-16.82,8,36.51
CA-105,Trinity County,California,33.36,-24.13,8,57.49
CA-107,Tulare County,California,12.34,-9.5,12,21.84
CA-109,Tuolumne County,California,29.49,-11.35,24,40.84
CA-111,Ventura County,California,10.07,-10.34,14,20.41
CA-113,Yolo County,California,11.51,-8.5,12,20.01
CA-115,Yuba County,California,23.37,-14.36,11,37.73
CO-001,Adams County,Colorado,12.62,-2.55,28,15.17
CO-003,Alamosa County,Colorado,12.87,2.49,110,10.38
CO-005,Arapahoe County,Colorado,12.97,-2.94,26,15.91
CO-007,Archuleta County,Colorado,21.82,-1.58,58,23.4
CO-009,Baca County,Colorado,11.71,-4.26,20,15.97
CO-011,Bent County,Colorado,12.95,-0.9,51,13.85
CO-013,Boulder County,Colorado,20.52,0.44,75,20.08
CO-014,Broomfield County,Colorado,14.38,-0.35,58,14.73
CO-015,Chaffee County,Colorado,18.08,0.45,80,17.63
CO-017,Cheyenne County,Colorado,12.72,-2.63,30,15.35
CO-019,Clear Creek County,Colorado,28.02,1.98,92,26.04
CO-021,Conejos County,Colorado,18.9,1.66,94,17.24
CO-023,Costilla County,Colorado,19.55,1.96,100,17.59
CO-025,Crowley County,Colorado,11.08,-0.9,53,11.98
CO-027,Custer County,Colorado,20.09,-0.38,68,20.47
CO-029,Delta County,Colorado,16.02,-1.66,45,17.68
CO-031,Denver County,Colorado,13.97,-1.05,52,15.02
CO-033,Dolores County,Colorado,19.66,-3.69,31,23.35
CO-035,Douglas County,Colorado,15.59,-2.65,31,18.24
CO-037,Eagle County,Colorado,23.08,-0.97,58,24.05
CO-039,Elbert County,Colorado,12.48,-4.09,12,16.57
CO-041,El Paso County,Colorado,12.93,-3.09,24,16.02
CO-043,Fremont County,Colorado,12.03,-2.25,29,14.28
CO-045,Garfield County,Colorado,22.26,-0.27,72,22.53
CO-047,Gilpin County,Colorado,24.45,1.57,88,22.88
CO-049,Grand County,Colorado,23.23,0.84,86,22.39
CO-051,Gunnison County,Colorado,21.59,-1.67,56,23.26
CO-053,Hinsdale County,Colorado,27.21,-3.74,39,30.95
CO-055,Huerfano County,Colorado,19.52,1.64,94,17.88
CO-057,Jackson County,Colorado,23.66,0.51,79,23.15
CO-059,Jefferson County,Colorado,18.17,-0.02,71,18.19
CO-061,Kiowa County,Colorado,12.29,-1.92,36,14.21
CO-063,Kit Carson County,Colorado,12.96,-3.86,17,16.82
CO-065,Lake County,Colorado,25.41,1.17,85,24.24
CO-067,La Plata County,Colorado,20.07,-3.36,37,23.43
CO-069,Larimer County,Colorado,19,-0.97,50,19.97
CO-071,Las Animas County,Colorado,14.37,-1.89,41,16.26
CO-073,Lincoln County,Colorado,11.02,-3.24,17,14.26
CO-075,Logan County,Colorado,10.51,-6.12,4,16.63
CO-077,Mesa County,Colorado,16.14,-0.77,64,16.91
CO-079,Mineral County,Colorado,26.91,-3.69,42,30.6
CO-081,Moffat County,Colorado,15.23,0.36,77,14.87
CO-083,Montezuma County,Colorado,14,-3.18,34,17.18
CO-085,Montrose County,Colorado,13.98,-1.54,48,15.52
CO-087,Morgan County,Colorado,11.05,-3.47,18,14.52
CO-089,Otero County,Colorado,12.27,-1.11,50,13.38
CO-091,Ouray County,Colorado,19.98,-2.39,43,22.37
CO-093,Park County,Colorado,18.24,0.86,88,17.38
CO-095,Phillips County,Colorado,10.52,-7.41,3,17.93
CO-097,Pitkin County,Colorado,27.56,-1.61,56,29.17
CO-099,Prowers County,Colorado,12.37,-2.78,27,15.15
CO-101,Pueblo County,Colorado,12.21,-1.35,46,13.56
CO-103,Rio Blanco County,Colorado,19.6,0.73,83,18.87
CO-105,Rio Grande County,Colorado,15.6,0.99,86,14.61
CO-107,Routt County,Colorado,26.49,1.4,88,25.09
CO-109,Saguache County,Colorado,16.99,0.35,79,16.64
CO-111,San Juan County,Colorado,34.13,-7.66,20,41.79
CO-113,San Miguel County,Colorado,17.14,-1.97,43,19.11
CO-115,Sedgwick County,Colorado,10.62,-7.48,2,18.1
CO-117,Summit County,Colorado,26.7,0.15,78,26.55
CO-119,Teller County,Colorado,15.84,-3.32,23,19.16
CO-121,Washington County,Colorado,12.39,-4.11,13,16.5
CO-123,Weld County,Colorado,11.47,-2.38,29,13.85
CO-125,Yuma County,Colorado,12.39,-5.16,10,17.55
CT-001,Fairfield County,Connecticut,44.05,-3.75,42,47.8
CT-003,Hartford County,Connecticut,45.34,-1.17,61,46.51
CT-005,Litchfield County,Connecticut,45.18,-3.03,42,48.21
CT-007,Middlesex County,Connecticut,42.95,-3.83,34,46.78
CT-009,New Haven County,Connecticut,41.98,-5.54,29,47.52
CT-011,New London County,Connecticut,41.01,-4.67,29,45.68
CT-013,Tolland County,Connecticut,43.79,-1.85,55,45.64
CT-015,Windham County,Connecticut,45.57,-0.17,63,45.74
DE-001,Kent County,Delaware,39.86,-3.19,48,43.05
DE-003,New Castle County,Delaware,42.58,-0.63,62,43.21
DE-005,Sussex County,Delaware,41.46,-2.14,55,43.6
FL-001,Alachua County,Florida,54.44,1.89,78,52.55
FL-003,Baker County,Florida,51.68,0.19,65,51.49
FL-005,Bay County,Florida,56.28,-2.17,54,58.45
FL-007,Bradford County,Florida,54.78,2.56,78,52.22
FL-009,Brevard County,Florida,56.18,5.77,95,50.41
FL-011,Broward County,Florida,60.19,3.15,83,57.04
FL-013,Calhoun County,Florida,55.68,-2.4,54,58.08
FL-015,Charlotte County,Florida,62.9,12.08,124,50.82
FL-017,Citrus County,Florida,53.34,0.09,75,53.25
FL-019,Clay County,Florida,52.64,0.84,68,51.8
FL-021,Collier County,Florida,60.55,8.47,112,52.08
FL-023,Columbia County,Florida,51.1,-0.41,64,51.51
FL-027,DeSoto County,Florida,60.96,9.65,120,51.31
FL-029,Dixie County,Florida,46.05,-7.64,28,53.69
FL-031,Duval County,Florida,50.39,0.21,63,50.18
FL-033,Escambia County,Florida,62.11,-0.12,69,62.23
FL-035,Flagler County,Florida,53.45,1.64,78,51.81
FL-037,Franklin County,Florida,60.82,2.59,82,58.23
FL-039,Gadsden County,Florida,50.8,-5.78,38,56.58
FL-041,Gilchrist County,Florida,47.35,-5.41,37,52.76
FL-043,Glades County,Florida,49.7,-0.54,55,50.24
FL-045,Gulf County,Florida,60.7,2.24,80,58.46
FL-047,Hamilton County,Florida,48.81,-3.03,45,51.84
FL-049,Hardee County,Florida,60.56,8.13,116,52.43
FL-051,Hendry County,Florida,49.86,-1.95,53,51.81
FL-053,Hernando County,Florida,51.03,-2.42,60,53.45
FL-055,Highlands County,Florida,55.23,4.82,95,50.41
FL-057,Hillsborough County,Florida,56.95,4.71,94,52.24
FL-059,Holmes County,Florida,55.52,-2.14,54,57.66
FL-061,Indian River County,Florida,51.17,-1.25,60,52.42
FL-063,Jackson County,Florida,53.17,-1.51,60,54.68
FL-065,Jefferson County,Florida,51.01,-4.07,47,55.08
FL-067,Lafayette County,Florida,47.6,-6.79,28,54.39
FL-069,Lake County,Florida,54.45,3.63,94,50.82
FL-071,Lee County,Florida,63.5,13.49,124,50.01
FL-073,Leon County,Florida,53.07,-4.19,47,57.26
FL-075,Levy County,Florida,46.64,-6.27,31,52.91
FL-077,Liberty County,Florida,57.29,-1.52,61,58.81
FL-079,Madison County,Florida,48.21,-5.35,37,53.56
FL-081,Manatee County,Florida,58.53,6.04,103,52.49
FL-083,Marion County,Florida,53.37,0.73,72,52.64
FL-085,Martin County,Florida,51.22,-2.82,53,54.04
FL-086,Miami-Dade County,Florida,57.8,2.65,84,55.15
FL-087,Monroe County,Florida,50.15,-0.69,65,50.84
FL-089,Nassau County,Florida,49.72,-0.82,59,50.54
FL-091,Okaloosa County,Florida,56.01,-4.66,46,60.67
FL-093,Okeechobee County,Florida,52.11,1.39,76,50.72
FL-095,Orange County,Florida,58.67,8.37,112,50.3
FL-097,Osceola County,Florida,58.03,7.74,114,50.29
FL-099,Palm Beach County,Florida,51.7,-5.15,40,56.85
FL-101,Pasco County,Florida,53.56,0.61,75,52.95
FL-103,Pinellas County,Florida,53.18,1.69,78,51.49
FL-105,Polk County,Florida,56.95,5.28,97,51.67
FL-107,Putnam County,Florida,54.81,1.72,76,53.09
FL-109,St. Johns County,Florida,52.28,1.34,71,50.94
FL-111,St. Lucie County,Florida,54.08,1.35,75,52.73
FL-113,Santa Rosa County,Florida,58,-4.02,53,62.02
FL-115,Sarasota County,Florida,62.39,10.35,119,52.04
FL-117,Seminole County,Florida,60.92,10.49,116,50.43
FL-119,Sumter County,Florida,54.38,2.11,84,52.27
FL-121,Suwannee County,Florida,48.75,-4.41,37,53.16
FL-123,Taylor County,Florida,49.76,-5.76,37,55.52
FL-125,Union County,Florida,53.77,2.07,78,51.7
FL-127,Volusia County,Florida,57.02,6.18,102,50.84
FL-129,Wakulla County,Florida,55.76,-2.42,50,58.18
FL-131,Walton County,Florida,56.06,-4.04,46,60.1
FL-133,Washington County,Florida,56.36,-0.95,60,57.31
GA-001,Appling County,Georgia,38.79,-9.14,10,47.93
GA-003,Atkinson County,Georgia,38.75,-10.02,13,48.77
GA-005,Bacon County,Georgia,37.75,-10.46,9,48.21
GA-007,Baker County,Georgia,47.9,-3.8,49,51.7
GA-009,Baldwin County,Georgia,44.95,-1.37,62,46.32
GA-011,Banks County,Georgia,50.28,-2.5,52,52.78
GA-013,Barrow County,Georgia,48.41,-2.11,50,50.52
GA-015,Bartow County,Georgia,50.01,-1.14,63,51.15
GA-017,Ben Hill County,Georgia,38.55,-9.01,15,47.56
GA-019,Berrien County,Georgia,41.76,-6.69,27,48.45
GA-021,Bibb County,Georgia,45.39,-0.95,58,46.34
GA-023,Bleckley County,Georgia,42.7,-4.17,41,46.87
GA-025,Brantley County,Georgia,43.87,-6.01,32,49.88
GA-027,Brooks County,Georgia,43.46,-8.47,24,51.93
GA-029,Bryan County,Georgia,39.49,-9.4,15,48.89
GA-031,Bulloch County,Georgia,39.6,-7.88,17,47.48
GA-033,Burke County,Georgia,41.72,-3.64,47,45.36
GA-035,Butts County,Georgia,47.46,-1.75,58,49.21
GA-037,Calhoun County,Georgia,45.7,-6.18,33,51.88
GA-039,Camden County,Georgia,45.87,-5.01,41,50.88
GA-043,Candler County,Georgia,40.32,-6.58,26,46.9
GA-045,Carroll County,Georgia,57.28,3.92,88,53.36
GA-047,Catoosa County,Georgia,56.12,3.23,85,52.89
GA-049,Charlton County,Georgia,47.54,-2.69,51,50.23
GA-051,Chatham County,Georgia,39.17,-9.81,14,48.98
GA-053,Chattahoochee County,Georgia,46.69,-1.91,54,48.6
GA-055,Chattooga County,Georgia,57.93,3.2,83,54.73
GA-057,Cherokee County,Georgia,50.33,-3.13,50,53.46
GA-059,Clarke County,Georgia,45.72,-4.02,43,49.74
GA-061,Clay County,Georgia,48.2,-3.96,44,52.16
GA-063,Clayton County,Georgia,51.53,1.59,77,49.94
GA-065,Clinch County,Georgia,44.58,-5.23,34,49.81
GA-067,Cobb County,Georgia,50.21,-0.86,66,51.07
GA-069,Coffee County,Georgia,36.86,-11.36,8,48.22
GA-071,Colquitt County,Georgia,42.96,-7.26,26,50.22
GA-073,Columbia County,Georgia,41,-4.9,33,45.9
GA-075,Cook County,Georgia,42.19,-7.12,26,49.31
GA-077,Coweta County,Georgia,52.8,1.68,78,51.12
GA-079,Crawford County,Georgia,44.73,-3.29,46,48.02
GA-081,Crisp County,Georgia,38.94,-8.03,22,46.97
GA-083,Dade County,Georgia,59,4.91,88,54.09
GA-085,Dawson County,Georgia,55.38,-3.84,51,59.22
GA-087,Decatur County,Georgia,47.91,-5.68,41,53.59
GA-089,DeKalb County,Georgia,51.38,1.01,74,50.37
GA-091,Dodge County,Georgia,41.85,-5.54,32,47.39
GA-093,Dooly County,Georgia,40.45,-6.67,28,47.12
GA-095,Dougherty County,Georgia,43.26,-6.13,32,49.39
GA-097,Douglas County,Georgia,53.01,1.21,73,51.81
GA-099,Early County,Georgia,50.29,-2.73,51,53.02
GA-101,Echols County,Georgia,48.26,-2.64,48,50.9
GA-103,Effingham County,Georgia,39.57,-8.61,10,48.18
GA-105,Elbert County,Georgia,41.08,-7.22,26,48.3
GA-107,Emanuel County,Georgia,41.15,-5.15,37,46.3
GA-109,Evans County,Georgia,39.48,-7.97,18,47.45
GA-111,Fannin County,Georgia,59.53,-0.41,65,59.94
GA-113,Fayette County,Georgia,51.01,1.06,78,49.95
GA-115,Floyd County,Georgia,53.86,1.85,80,52.01
GA-117,Forsyth County,Georgia,55.05,1.61,74,53.44
GA-119,Franklin County,Georgia,44.48,-5.71,33,50.19
GA-121,Fulton County,Georgia,51.87,1.06,74,50.81
GA-123,Gilmer County,Georgia,56.73,-4.69,45,61.42
GA-125,Glascock County,Georgia,42.95,-3.77,45,46.72
GA-127,Glynn County,Georgia,45.9,-4.81,43,50.71
GA-129,Gordon County,Georgia,52.13,-0.56,62,52.69
GA-131,Grady County,Georgia,49.28,-4.54,46,53.82
GA-133,Greene County,Georgia,43.85,-3.95,42,47.8
GA-135,Gwinnett County,Georgia,52.17,1.04,71,51.13
GA-137,Habersham County,Georgia,57.59,-5.91,40,63.5
GA-139,Hall County,Georgia,54.06,-0.46,60,54.52
GA-141,Hancock County,Georgia,44.8,-2.23,59,47.03
GA-143,Haralson County,Georgia,57.1,4,88,53.1
GA-145,Harris County,Georgia,49.76,-1.51,61,51.27
GA-147,Hart County,Georgia,40.71,-8.32,25,49.03
GA-149,Heard County,Georgia,53.57,0.75,74,52.82
GA-151,Henry County,Georgia,49.89,0.05,69,49.84
GA-153,Houston County,Georgia,43.08,-3.94,43,47.02
GA-155,Irwin County,Georgia,40,-7.61,21,47.61
GA-157,Jackson County,Georgia,48.6,-1.82,55,50.42
GA-159,Jasper County,Georgia,46.42,-2.43,52,48.85
GA-161,Jeff Davis County,Georgia,37.75,-9.6,10,47.35
GA-163,Jefferson County,Georgia,41.57,-4.52,37,46.09
GA-165,Jenkins County,Georgia,39.66,-6.5,28,46.16
GA-167,Johnson County,Georgia,43.25,-3.02,53,46.27
GA-169,Jones County,Georgia,45.25,-1.67,62,46.92
GA-171,Lamar County,Georgia,47.05,-2.71,55,49.76
GA-173,Lanier County,Georgia,42.75,-6.84,28,49.59
GA-175,Laurens County,Georgia,43.45,-3.17,45,46.62
GA-177,Lee County,Georgia,39.25,-9.39,17,48.64
GA-179,Liberty County,Georgia,40.25,-8.89,17,49.14
GA-181,Lincoln County,Georgia,41.73,-5.25,41,46.98
GA-183,Long County,Georgia,40.05,-8.85,16,48.9
GA-185,Lowndes County,Georgia,44.14,-6.68,32,50.82
GA-187,Lumpkin County,Georgia,60.75,-1.75,58,62.5
GA-189,McDuffie County,Georgia,42.52,-4.29,42,46.81
GA-191,McIntosh County,Georgia,43.85,-6.36,28,50.21
GA-193,Macon County,Georgia,42.41,-5.62,38,48.03
GA-195,Madison County,Georgia,44.07,-5.45,39,49.52
GA-197,Marion County,Georgia,44.87,-4.52,38,49.39
GA-199,Meriwether County,Georgia,48.71,-2.29,55,51
GA-201,Miller County,Georgia,49.13,-4.07,49,53.2
GA-205,Mitchell County,Georgia,47.03,-3.7,50,50.73
GA-207,Monroe County,Georgia,45.7,-2.67,53,48.37
GA-209,Montgomery County,Georgia,42.6,-3.83,42,46.43
